eventid,iyear,imonth,country_txt,region_txt,city,latitude,longitude,nkill,nwound
202101010004,2021,1,Egypt,Middle East & North Africa,Beir al-Abd,31.016779,33.008587,2,5
202101010005,2021,1,India,South Asia,Pampore,34.01023,74.917261,0,0
202101010006,2021,1,Yemen,Middle East & North Africa,Hudaydah,14.782391,42.973093,5,7
202101010009,2021,1,Afghanistan,South Asia,Feroz Koh,34.521315,65.249242,1,0
202101010024,2021,1,Somalia,Sub-Saharan Africa,Kismayo,-0.357847,42.546652,1,0
202101010025,2021,1,India,South Asia,Srinagar,34.083739,74.789903,0,0
202101020007,2021,1,India,South Asia,Tral,33.931013,75.114214,0,8
202101020009,2021,1,Somalia,Sub-Saharan Africa,Lafoole,2.099684,45.15723,6,14
202101020010,2021,1,Afghanistan,South Asia,Qala-i-Naw,34.990048,63.132541,1,0
202101020021,2021,1,Syria,Middle East & North Africa,Hasakah,36.503594,40.740627,1,25
202101030001,2021,1,Somalia,Sub-Saharan Africa,Balcad,2.359127,45.383671,2,0
202101030002,2021,1,Somalia,Sub-Saharan Africa,Balcad,2.359127,45.383671,1,8
202101030003,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,0
202101030004,2021,1,Afghanistan,South Asia,Mahmud Raqi,35.015114,69.348753,5,9
202101030005,2021,1,Afghanistan,South Asia,Ghazni,33.542623,68.41533,3,0
202101030006,2021,1,Afghanistan,South Asia,Kunduz,36.70574,68.876969,1,2
202101030007,2021,1,Afghanistan,South Asia,Mazari Sharif,36.70993,67.115696,1,0
202101030008,2021,1,Syria,Middle East & North Africa,Kafrayah,35.990087,36.677222,0,0
202101030010,2021,1,Central African Republic,Sub-Saharan Africa,Bangassou,4.746876,22.814778,5,15
202101030014,2021,1,Yemen,Middle East & North Africa,Shoqra,13.3576,45.696479,0,0
202101030019,2021,1,Yemen,Middle East & North Africa,Taizz,13.586484,44.024105,1,0
202101040002,2021,1,Afghanistan,South Asia,Jalalabad,34.41712,70.449594,2,4
202101040012,2021,1,Syria,Middle East & North Africa,Raqqah,35.951521,39.009562,0,2
202101040015,2021,1,United States,North America,Lee's Summit,38.917235,-94.381587,0,1
202101040017,2021,1,Afghanistan,South Asia,Kandahar,31.631083,65.742227,1,0
202101040019,2021,1,Syria,Middle East & North Africa,Ras al-Ain,36.847952,40.070616,2,4
202101040021,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,1
202101040022,2021,1,Somalia,Sub-Saharan Africa,Hudur,4.120602,43.890526,3,0
202101040025,2021,1,Cameroon,Sub-Saharan Africa,Kolofata,11.162543,14.013976,1,0
202101040026,2021,1,Philippines,Southeast Asia,Salman,6.833379,124.458465,0,0
202101040027,2021,1,Yemen,Middle East & North Africa,Shoqra,13.3576,45.696479,0,0
202101040034,2021,1,Yemen,Middle East & North Africa,Hudaydah,14.782391,42.973093,0,0
202101040035,2021,1,Yemen,Middle East & North Africa,Bayt al Marui,14.793804,43.074642,0,0
202101050001,2021,1,Afghanistan,South Asia,Ghazni,33.542623,68.41533,2,5
202101050005,2021,1,Iraq,Middle East & North Africa,Jalawla,34.271035,45.163568,2,1
202101050007,2021,1,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,3
202101050011,2021,1,Somalia,Sub-Saharan Africa,Mogadishu,2.059818,45.326114,1,0
202101050018,2021,1,Yemen,Middle East & North Africa,Mandar,14.727395,42.960963,0,0
202101050019,2021,1,West Bank and Gaza Strip,Middle East & North Africa,Alon Shvut,31.653435,35.125639,1,0
202101050020,2021,1,Afghanistan,South Asia,Lashkar Gah,31.600826,64.370529,0,0
202101050024,2021,1,Iraq,Middle East & North Africa,Tarmiyah,33.66969,44.381316,0,0
202101060001,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,0
202101060002,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,0
202101060003,2021,1,Afghanistan,South Asia,Ghazni,33.542623,68.41533,2,5
202101060006,2021,1,Somalia,Sub-Saharan Africa,Bacaadweyn,7.19283,47.528297,0,0
202101060007,2021,1,Somalia,Sub-Saharan Africa,Bacaadweyn,7.19283,47.528297,0,0
202101060008,2021,1,Yemen,Middle East & North Africa,Shaykh Uthman,12.86714,44.983957,0,1
202101060016,2021,1,United States,North America,Washington,38.909934,-77.014726,1,182
202101060017,2021,1,United States,North America,Washington,38.909934,-77.014726,0,0
202101060018,2021,1,United States,North America,Washington,38.909934,-77.014726,0,0
202101060023,2021,1,India,South Asia,Hazaribagh,23.996872,85.371765,0,0
202101060025,2021,1,United Kingdom,Western Europe,Londonderry,55.011561,-7.312044,0,1
202101060027,2021,1,United Kingdom,Western Europe,Londonderry,55.011561,-7.312044,0,1
202101060028,2021,1,United Kingdom,Western Europe,Londonderry,55.011561,-7.312044,0,0
202101060030,2021,1,Yemen,Middle East & North Africa,Sanaa,15.325444,44.211895,0,0
202101070001,2021,1,Afghanistan,South Asia,Puli Khumri,35.947551,68.710329,4,1
202101070003,2021,1,Afghanistan,South Asia,Khost,33.335257,69.92847,2,1
202101070004,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,2,0
202101070005,2021,1,Afghanistan,South Asia,Tarin Kot,32.61797,65.872373,16,19
202101070006,2021,1,Somalia,Sub-Saharan Africa,Mogadishu,2.059818,45.326114,1,5
202101070011,2021,1,Yemen,Middle East & North Africa,Shaykh Uthman,12.86714,44.983957,0,0
202101070019,2021,1,Cameroon,Sub-Saharan Africa,Kumba,4.629223,9.447531,0,0
202101070032,2021,1,Afghanistan,South Asia,Kunduz,36.70574,68.876969,5,3
202101070033,2021,1,Afghanistan,South Asia,Kunduz,36.70574,68.876969,5,2
202101080001,2021,1,Afghanistan,South Asia,Charkh Ab,36.704283,68.907605,4,3
202101080002,2021,1,Afghanistan,South Asia,Ghoryan,34.343164,61.495275,9,11
202101080003,2021,1,Afghanistan,South Asia,Puli Khumri,35.947551,68.710329,2,5
202101080007,2021,1,Cameroon,Sub-Saharan Africa,Mozogo,10.964449,13.904308,17,6
202101080011,2021,1,Somalia,Sub-Saharan Africa,Bacaadweyn,7.19283,47.528297,0,0
202101080019,2021,1,Yemen,Middle East & North Africa,Taizz,13.586484,44.024105,1,4
202101080029,2021,1,United Kingdom,Western Europe,Londonderry,55.011561,-7.312044,0,1
202101090001,2021,1,Afghanistan,South Asia,Darqad,37.384507,69.454055,5,5
202101090005,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,1
202101100001,2021,1,Afghanistan,South Asia,Ghazni,33.542623,68.41533,1,2
202101100004,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,3,1
202101100007,2021,1,Pakistan,South Asia,Turbat,25.999413,63.047451,0,4
202101100014,2021,1,Afghanistan,South Asia,Lashkar Gah,31.600826,64.370529,1,15
202101100021,2021,1,Yemen,Middle East & North Africa,Aden,12.849085,45.037275,0,0
202101100023,2021,1,Somalia,Sub-Saharan Africa,Balcad,2.359127,45.383671,3,0
202101110002,2021,1,Afghanistan,South Asia,Jalalabad,34.41712,70.449594,1,0
202101110006,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,0
202101110009,2021,1,Iraq,Middle East & North Africa,Buhriz,33.716996,44.679517,2,1
202101110010,2021,1,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202101110011,2021,1,Iraq,Middle East & North Africa,Muqdadiyah,33.95072,44.92118,2,0
202101110012,2021,1,Somalia,Sub-Saharan Africa,Mogadishu,2.059818,45.326114,2,3
202101110017,2021,1,Pakistan,South Asia,Chaman,30.92211,66.451533,0,0
202101110025,2021,1,Yemen,Middle East & North Africa,Shaykh Uthman,12.86714,44.983957,0,0
202101110026,2021,1,Kenya,Sub-Saharan Africa,Mandera,3.938715,41.844706,0,0
202101120002,2021,1,Afghanistan,South Asia,Gaday Qala,36.021979,64.693117,1,0
202101120005,2021,1,Afghanistan,South Asia,Mazari Sharif,36.70993,67.115696,2,3
202101120007,2021,1,Iraq,Middle East & North Africa,Nasiriyah,31.044371,46.261451,0,0
202101120008,2021,1,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,1
202101120009,2021,1,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,1,0
202101120010,2021,1,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,1
202101120011,2021,1,Somalia,Sub-Saharan Africa,Las Anod,8.477092,47.363212,0,2
202101120013,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,0
202101120016,2021,1,Afghanistan,South Asia,Ghazni,33.542623,68.41533,1,0
202101120022,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,0
202101120026,2021,1,West Bank and Gaza Strip,Middle East & North Africa,Qalandiyah,31.861471,35.208428,0,2
202101120027,2021,1,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202101130001,2021,1,Afghanistan,South Asia,Kandahar,31.631083,65.742227,1,0
202101130002,2021,1,Afghanistan,South Asia,Jalalabad,34.41712,70.449594,1,1
202101130004,2021,1,Central African Republic,Sub-Saharan Africa,Bangui,4.37474,18.551293,15,0
202101130007,2021,1,India,South Asia,Srinagar,34.083739,74.789903,0,0
202101130013,2021,1,Somalia,Sub-Saharan Africa,Bardere,2.349308,42.280336,1,3
202101140001,2021,1,Afghanistan,South Asia,Puli Khumri,35.947551,68.710329,5,4
202101140006,2021,1,Iraq,Middle East & North Africa,Tikrit,34.621521,43.668375,0,0
202101140007,2021,1,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202101140009,2021,1,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202101140015,2021,1,United Kingdom,Western Europe,Belfast,54.608484,-5.955833,0,0
202101140016,2021,1,United States,North America,Poughkeepsie,41.694933,-73.921049,0,0
202101150003,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,1
202101150007,2021,1,Turkey,Middle East & North Africa,Ankara,39.930773,32.76754,0,1
202101150008,2021,1,Turkey,Middle East & North Africa,Ankara,39.930773,32.76754,0,1
202101150009,2021,1,Mali,Sub-Saharan Africa,Tessalit,20.252065,0.981526,1,1
202101150010,2021,1,Iraq,Middle East & North Africa,Tarmiyah,33.66969,44.381316,0,1
202101150011,2021,1,Afghanistan,South Asia,Nani,33.399636,68.355151,1,7
202101150012,2021,1,Iraq,Middle East & North Africa,Jalawla,34.271035,45.163568,1,3
202101150017,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,0
202101150023,2021,1,Afghanistan,South Asia,Kunduz,36.70574,68.876969,0,0
202101150025,2021,1,Pakistan,South Asia,Mir Ali,32.975434,70.273737,1,0
202101150026,2021,1,Iraq,Middle East & North Africa,Nasiriyah,31.044371,46.261451,0,0
202101150032,2021,1,Iraq,Middle East & North Africa,Basra,30.510054,47.778094,0,0
202101160001,2021,1,Afghanistan,South Asia,Jalalabad,34.41712,70.449594,2,0
202101160006,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,2,1
202101160007,2021,1,Afghanistan,South Asia,Puli Khumri,35.947551,68.710329,1,2
202101160008,2021,1,Afghanistan,South Asia,Lashkar Gah,31.600826,64.370529,1,0
202101160021,2021,1,Thailand,Southeast Asia,Bangkok,13.785794,100.56085,0,4
202101160023,2021,1,Afghanistan,South Asia,Lashkar Gah,31.600826,64.370529,1,0
202101170006,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,2,1
202101170007,2021,1,Pakistan,South Asia,Quetta,30.20082,66.994352,0,2
202101170015,2021,1,Afghanistan,South Asia,Hussainkhel,36.025481,68.674998,8,0
202101170016,2021,1,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202101170021,2021,1,Saudi Arabia,Middle East & North Africa,Jazan,16.893194,42.575261,0,3
202101170023,2021,1,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,1
202101170030,2021,1,Pakistan,South Asia,Swabi,34.123106,72.469014,3,1
202101170045,2021,1,Yemen,Middle East & North Africa,Sawan,15.391668,44.279966,0,0
202101180003,2021,1,Afghanistan,South Asia,Lashkar Gah,31.600826,64.370529,1,2
202101180004,2021,1,Afghanistan,South Asia,Puli Alam,34.021193,68.999537,2,0
202101180005,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,1
202101180010,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,0
202101180011,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,0
202101180016,2021,1,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202101180017,2021,1,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202101180018,2021,1,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,1
202101180023,2021,1,Iraq,Middle East & North Africa,Samawah,31.300212,45.277092,0,0
202101180026,2021,1,United States,North America,Toledo,41.663829,-83.582367,0,0
202101190003,2021,1,Afghanistan,South Asia,Puli Khumri,35.947551,68.710329,3,1
202101190009,2021,1,Iraq,Middle East & North Africa,Jalawla,34.271035,45.163568,0,0
202101190017,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,4
202101190018,2021,1,Afghanistan,South Asia,Sari Pul,36.217656,65.933036,6,1
202101190019,2021,1,Afghanistan,South Asia,Lashkar Gah,31.600826,64.370529,1,0
202101190025,2021,1,Iraq,Middle East & North Africa,Nasiriyah,31.044371,46.261451,0,0
202101190027,2021,1,India,South Asia,Imphal,24.797922,93.940517,0,0
202101190031,2021,1,Bangladesh,South Asia,Cox's Bazar,21.43933,91.977553,0,0
202101190035,2021,1,Sudan,Sub-Saharan Africa,El Geneina,13.440886,22.441728,0,0
202101190044,2021,1,Syria,Middle East & North Africa,Kobani,36.886496,38.350204,0,0
202101200002,2021,1,Afghanistan,South Asia,Herat,34.346721,62.197317,3,4
202101200003,2021,1,Afghanistan,South Asia,Tarin Kot,32.61797,65.872373,1,8
202101200008,2021,1,Afghanistan,South Asia,Puli Khumri,35.947551,68.710329,1,6
202101200009,2021,1,Somalia,Sub-Saharan Africa,Mogadishu,2.059818,45.326114,1,0
202101200011,2021,1,Iraq,Middle East & North Africa,Yusufiyah,33.07835,44.254721,0,0
202101200023,2021,1,Germany,Western Europe,Berlin,52.501532,13.40185,0,1
202101210001,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,2
202101210002,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,2,0
202101210004,2021,1,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,17,55
202101210005,2021,1,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,17,55
202101210008,2021,1,Afghanistan,South Asia,Puli Khumri,35.947551,68.710329,1,2
202101210012,2021,1,Iraq,Middle East & North Africa,Rutbah,33.036022,40.288159,2,0
202101210014,2021,1,Iraq,Middle East & North Africa,Samawah,31.300212,45.277092,0,0
202101210015,2021,1,Iraq,Middle East & North Africa,Abu Ghraib,33.31065,44.038206,0,1
202101210016,2021,1,Egypt,Middle East & North Africa,Sheikh Zuweid,31.212225,34.117064,1,3
202101220001,2021,1,Iraq,Middle East & North Africa,Musayyib,32.777344,44.289352,0,0
202101220004,2021,1,Afghanistan,South Asia,Chashma Sher,36.060909,68.593813,1,3
202101220012,2021,1,Nigeria,Sub-Saharan Africa,Mafa,11.924656,13.601307,0,0
202101220014,2021,1,Syria,Middle East & North Africa,Al-Shadadi,36.054963,40.724962,2,0
202101220017,2021,1,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202101220020,2021,1,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202101220025,2021,1,Cameroon,Sub-Saharan Africa,Bamenda,5.963716,10.15957,0,3
202101230002,2021,1,Afghanistan,South Asia,Puli Khumri,35.947551,68.710329,2,2
202101230003,2021,1,Afghanistan,South Asia,Herat,34.346721,62.197317,1,3
202101230007,2021,1,Mali,Sub-Saharan Africa,Boulikessi,14.796741,-1.303556,5,4
202101230008,2021,1,Mali,Sub-Saharan Africa,Mondoro,14.676598,-1.95135,3,3
202101230009,2021,1,Somalia,Sub-Saharan Africa,Mogadishu,2.059818,45.326114,3,2
202101230013,2021,1,Somalia,Sub-Saharan Africa,Harardhere,4.656037,47.85524,0,0
202101230017,2021,1,Saudi Arabia,Middle East & North Africa,Riyadh,24.684588,46.70267,0,0
202101230019,2021,1,United States,North America,El Monte,34.073925,-118.029084,0,0
202101230022,2021,1,Syria,Middle East & North Africa,Azaz,36.585437,37.04692,0,0
202101230024,2021,1,Somalia,Sub-Saharan Africa,Raga Ceel,2.657589,46.009415,9,0
202101230026,2021,1,Cameroon,Sub-Saharan Africa,Bamenda,5.963716,10.15957,0,0
202101240002,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,2
202101240004,2021,1,Syria,Middle East & North Africa,Ash Sholah,35.180992,39.84366,4,10
202101240005,2021,1,Afghanistan,South Asia,Jalalabad,34.41712,70.449594,0,3
202101240012,2021,1,Pakistan,South Asia,Turbat,25.999413,63.047451,0,2
202101240015,2021,1,Afghanistan,South Asia,Kandahar,31.631083,65.742227,1,0
202101240024,2021,1,Somalia,Sub-Saharan Africa,Bulobarde,3.853247,45.565232,5,0
202101240026,2021,1,Somalia,Sub-Saharan Africa,Jalalaqsi,3.381585,45.59839,0,1
202101240029,2021,1,Somalia,Sub-Saharan Africa,Bacaadweyn,7.19283,47.528297,20,0
202101250004,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,1
202101250005,2021,1,Afghanistan,South Asia,Lashkar Gah,31.600826,64.370529,1,0
202101250010,2021,1,Afghanistan,South Asia,Gereshk,31.824959,64.562822,3,0
202101250012,2021,1,Somalia,Sub-Saharan Africa,Wedow,2.072715,45.254057,2,3
202101250014,2021,1,Afghanistan,South Asia,Panjwai,31.544475,65.484569,0,0
202101250022,2021,1,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202101250030,2021,1,Cameroon,Sub-Saharan Africa,Zigague,11.683175,14.650181,2,0
202101250041,2021,1,Nigeria,Sub-Saharan Africa,Mainok,11.829979,12.630177,0,0
202101250044,2021,1,Syria,Middle East & North Africa,Qamishli,37.05336,41.227344,0,0
202101260001,2021,1,Afghanistan,South Asia,Kunduz,36.70574,68.876969,1,2
202101260003,2021,1,Afghanistan,South Asia,Tarin Kot,32.61797,65.872373,3,5
202101260004,2021,1,Afghanistan,South Asia,Ghazni,33.542623,68.41533,1,0
202101260006,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,0
202101260007,2021,1,Iraq,Middle East & North Africa,Baqubah,33.743239,44.623824,2,0
202101260014,2021,1,Nigeria,Sub-Saharan Africa,Ibadan,7.374556,3.891536,0,0
202101260016,2021,1,Syria,Middle East & North Africa,Tall Abyad,36.695914,38.946732,2,4
202101260019,2021,1,Saudi Arabia,Middle East & North Africa,Riyadh,24.684588,46.70267,0,0
202101260024,2021,1,Syria,Middle East & North Africa,Halfaya,35.260639,36.60663,1,0
202101260025,2021,1,Yemen,Middle East & North Africa,Hudaydah,14.782391,42.973093,0,0
202101260026,2021,1,Yemen,Middle East & North Africa,Mandar,14.727395,42.960963,0,0
202101270004,2021,1,Afghanistan,South Asia,Ahmad Shah Baba Mina,34.513277,69.328138,2,2
202101270008,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,2
202101270009,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,0
202101270010,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,3
202101270024,2021,1,Somalia,Sub-Saharan Africa,Mogadishu,2.059818,45.326114,1,2
202101270029,2021,1,Somalia,Sub-Saharan Africa,Dinsor,2.405815,42.977068,1,5
202101270030,2021,1,Somalia,Sub-Saharan Africa,Balcad,2.359127,45.383671,7,0
202101270031,2021,1,Somalia,Sub-Saharan Africa,Balcad,2.359127,45.383671,7,0
202101280001,2021,1,Afghanistan,South Asia,Kandahar,31.631083,65.742227,1,0
202101280002,2021,1,Afghanistan,South Asia,Jalalabad,34.41712,70.449594,2,0
202101280003,2021,1,Afghanistan,South Asia,Ghani Khel,34.195749,70.786386,1,2
202101280008,2021,1,Iraq,Middle East & North Africa,Nasiriyah,31.044371,46.261451,0,0
202101280010,2021,1,Afghanistan,South Asia,Jalalabad,34.41712,70.449594,0,3
202101280012,2021,1,Yemen,Middle East & North Africa,Aden,12.849085,45.037275,0,0
202101280020,2021,1,Philippines,Southeast Asia,Taguig,14.514697,121.066052,1,0
202101290002,2021,1,India,South Asia,New Delhi,28.585837,77.153335,0,0
202101290003,2021,1,Syria,Middle East & North Africa,Raqqah,35.951521,39.009562,0,0
202101290006,2021,1,Nigeria,Sub-Saharan Africa,Dikwa,12.036585,13.917242,2,6
202101290011,2021,1,Yemen,Middle East & North Africa,Mukha,13.319617,43.255631,1,0
202101300004,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,3
202101300005,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,1
202101300010,2021,1,Syria,Middle East & North Africa,Afrin,36.511639,36.867356,8,15
202101300012,2021,1,Pakistan,South Asia,Peshawar,34.006004,71.537431,1,2
202101300020,2021,1,Iraq,Middle East & North Africa,Sulaymaniyah,35.567007,45.385496,0,0
202101300021,2021,1,Yemen,Middle East & North Africa,Marib,15.45639,45.324871,0,0
202101300031,2021,1,Cameroon,Sub-Saharan Africa,Bamenda,5.963716,10.15957,0,1
202101310003,2021,1,Afghanistan,South Asia,Kandahar,31.631083,65.742227,1,0
202101310004,2021,1,Afghanistan,South Asia,Ahmad Shah Baba Mina,34.513277,69.328138,2,0
202101310006,2021,1,Somalia,Sub-Saharan Africa,Mogadishu,2.059818,45.326114,15,20
202101310007,2021,1,Somalia,Sub-Saharan Africa,Golweyn,1.658283,44.580023,8,11
202101310009,2021,1,Nigeria,Sub-Saharan Africa,Magumeri,12.113857,12.825203,2,0
202101310010,2021,1,Nigeria,Sub-Saharan Africa,Magumeri,12.113857,12.825203,1,0
202101310014,2021,1,Syria,Middle East & North Africa,Azaz,36.585437,37.04692,6,30
202101310021,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,0
202101310025,2021,1,Iraq,Middle East & North Africa,Hillah,32.469239,44.416638,0,0
202101310026,2021,1,West Bank and Gaza Strip,Middle East & North Africa,Alon Shvut,31.653435,35.125639,1,0
202101310028,2021,1,Syria,Middle East & North Africa,Hasakah,36.503594,40.740627,1,4
202101310030,2021,1,Thailand,Southeast Asia,Si Sakhon,6.228538,101.499201,0,0
202101310031,2021,1,Thailand,Southeast Asia,Si Sakhon,6.228538,101.499201,0,5
202101310033,2021,1,Afghanistan,South Asia,Kabul,34.523842,69.140304,2,0
202101310034,2021,1,Iraq,Middle East & North Africa,Khanaqin,34.347345,45.383273,0,0
202101310035,2021,1,Iraq,Middle East & North Africa,Islah,34.362726,45.168183,0,0
202101310038,2021,1,Yemen,Middle East & North Africa,Marib,15.45639,45.324871,0,0
202101310048,2021,1,Yemen,Middle East & North Africa,Sanaa,15.325444,44.211895,0,0
202102010003,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,1
202102010004,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,2,1
202102010007,2021,2,Iraq,Middle East & North Africa,Bismayah,33.203359,44.58669,0,0
202102010008,2021,2,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202102010009,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,0
202102010010,2021,2,Yemen,Middle East & North Africa,Aden,12.849085,45.037275,0,1
202102010014,2021,2,Iraq,Middle East & North Africa,Barwana,34.092656,42.385467,1,1
202102010018,2021,2,Somalia,Sub-Saharan Africa,Baidoa,3.115641,43.646581,1,0
202102010025,2021,2,Cameroon,Sub-Saharan Africa,Bamenda,5.963716,10.15957,0,0
202102020002,2021,2,Afghanistan,South Asia,Jalalabad,34.41712,70.449594,1,2
202102020003,2021,2,Afghanistan,South Asia,Kunduz,36.70574,68.876969,7,5
202102020004,2021,2,Afghanistan,South Asia,Puli Khumri,35.947551,68.710329,1,0
202102020005,2021,2,Somalia,Sub-Saharan Africa,Dhusamareb,5.537022,46.389051,0,2
202102020006,2021,2,Somalia,Sub-Saharan Africa,Dhusamareb,5.537022,46.389051,0,1
202102020008,2021,2,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202102020009,2021,2,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202102020010,2021,2,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202102020012,2021,2,Iraq,Middle East & North Africa,Kirkuk,35.452112,44.375464,1,1
202102020015,2021,2,Syria,Middle East & North Africa,Al-Bab,36.366198,37.512275,1,4
202102020016,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,2,2
202102020017,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,2
202102020018,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,1
202102020022,2021,2,Afghanistan,South Asia,Dashti Qala,37.148477,69.456863,4,1
202102020025,2021,2,Afghanistan,South Asia,Charikar,35.018159,69.168991,0,0
202102020027,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,2
202102020028,2021,2,Afghanistan,South Asia,Khost,33.335257,69.92847,0,2
202102020037,2021,2,United Kingdom,Western Europe,Belfast,54.608484,-5.955833,1,0
202102020038,2021,2,Somalia,Sub-Saharan Africa,Dhusamareb,5.537022,46.389051,0,2
202102020039,2021,2,Greece,Western Europe,Athens,37.997492,23.762727,0,0
202102020044,2021,2,Yemen,Middle East & North Africa,Mandar,14.727395,42.960963,0,0
202102020046,2021,2,Yemen,Middle East & North Africa,At Tuhayta,14.185272,43.226392,0,0
202102030001,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,3
202102030002,2021,2,Afghanistan,South Asia,Jalalabad,34.41712,70.449594,1,0
202102030010,2021,2,Iraq,Middle East & North Africa,Naft Khanah,34.035641,45.440577,5,0
202102030011,2021,2,Mali,Sub-Saharan Africa,Boni,15.079224,-2.219351,29,6
202102030013,2021,2,Syria,Middle East & North Africa,Salamiyah,35.012791,37.051506,13,11
202102030023,2021,2,Afghanistan,South Asia,Lashkar Gah,31.600826,64.370529,0,6
202102030027,2021,2,Afghanistan,South Asia,Kandahar,31.631083,65.742227,1,0
202102030033,2021,2,Syria,Middle East & North Africa,Ras al-Ain,36.847952,40.070616,0,0
202102030034,2021,2,Syria,Middle East & North Africa,Ras al-Ain,36.847952,40.070616,0,0
202102030035,2021,2,Afghanistan,South Asia,Ghoryan,34.343164,61.495275,0,0
202102040005,2021,2,Iraq,Middle East & North Africa,Jurf Naddaf,33.242446,44.562173,0,0
202102040008,2021,2,Iraq,Middle East & North Africa,Islah,34.362726,45.168183,2,1
202102040010,2021,2,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202102040013,2021,2,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202102040014,2021,2,Iraq,Middle East & North Africa,Jalawla,34.271035,45.163568,2,2
202102040017,2021,2,Somalia,Sub-Saharan Africa,War Maxan,2.398135,45.018703,3,0
202102040019,2021,2,Germany,Western Europe,Berlin,52.501532,13.40185,0,0
202102040024,2021,2,Afghanistan,South Asia,Kandahar,31.631083,65.742227,1,0
202102040028,2021,2,Afghanistan,South Asia,Jalalabad,34.41712,70.449594,1,0
202102050002,2021,2,Afghanistan,South Asia,Kandahar,31.631083,65.742227,2,2
202102050003,2021,2,Iraq,Middle East & North Africa,Najaf,32.025011,44.316335,0,0
202102050005,2021,2,Iraq,Middle East & North Africa,Rashad,35.135302,44.087657,0,6
202102050014,2021,2,Pakistan,South Asia,Sibi,29.54828,67.879192,0,16
